entry,at,order
"""HSJ @ FJqZyN7BjN"" calls 15",2026-08-01T01:48:42.505Z,178554892250500
"""500 @ gpP9uUffpu"" raises to 15",2026-08-01T01:48:41.584Z,178554892158400
"""HSJ @ FJqZyN7BjN"" posts a big blind of 5",2026-08-01T01:48:40.287Z,178554892028705
"""500 @ gpP9uUffpu"" posts a small blind of 2",2026-08-01T01:48:40.287Z,178554892028704
"Your hand is J♥, 10♠",2026-08-01T01:48:40.287Z,178554892028702
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4485) | #2 ""HSJ @ FJqZyN7BjN"" (1492)",2026-08-01T01:48:40.287Z,178554892028701
"-- starting hand #221 (id: haj9erk4tlgl)  No Limit Texas Hold'em (dealer: ""500 @ gpP9uUffpu"") --",2026-08-01T01:48:40.287Z,178554892028700
"-- ending hand #220 --",2026-08-01T01:48:34.278Z,178554891427802
"""500 @ gpP9uUffpu"" collected 60 from pot with Two Pair, 8's & 3's (combination: 10♦, 3♥, 3♣, 8♣, 8♦)",2026-08-01T01:48:34.278Z,178554891427801
"""500 @ gpP9uUffpu"" shows a 6♠, 8♣.",2026-08-01T01:48:34.278Z,178554891427800
"""HSJ @ FJqZyN7BjN"" calls 20",2026-08-01T01:48:33.321Z,178554891332100
"""500 @ gpP9uUffpu"" bets 20",2026-08-01T01:48:32.410Z,178554891241000
"River: 5♥, 10♦, 3♥, 3♣ [8♦]",2026-08-01T01:48:30.711Z,178554891071100
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:48:29.904Z,178554890990400
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:48:29.034Z,178554890903400
"Turn: 5♥, 10♦, 3♥ [3♣]",2026-08-01T01:48:28.272Z,178554890827200
"""HSJ @ FJqZyN7BjN"" checks",2026-08-01T01:48:27.332Z,178554890733200
"""500 @ gpP9uUffpu"" checks",2026-08-01T01:48:26.502Z,178554890650200
"Flop:  [5♥, 10♦, 3♥]",2026-08-01T01:48:25.071Z,178554890507100
"""500 @ gpP9uUffpu"" calls 10",2026-08-01T01:48:24.185Z,178554890418500
"""HSJ @ FJqZyN7BjN"" raises to 10",2026-08-01T01:48:23.277Z,178554890327700
"""500 @ gpP9uUffpu"" posts a big blind of 5",2026-08-01T01:48:22.068Z,178554890206805
"""HSJ @ FJqZyN7BjN"" posts a small blind of 2",2026-08-01T01:48:22.068Z,178554890206804
"Your hand is 6♠, 8♣",2026-08-01T01:48:22.068Z,178554890206802
"Player stacks: #1 ""500 @ gpP9uUffpu"" (4455) | #2 ""HSJ @ FJqZyN7BjN"" (1522)",2026-08-01T01:48:22.068Z,178554890206801
"-- starting hand #220 (id: gmrpsbic8gq3)  No Limit Texas Hold'em (dealer: ""HSJ @ FJqZyN7BjN"") --",2026-08-01T01:48:22.068Z,178554890206800
"-- ending hand #219 --",2026-08-01T01:48:19.092Z,178554889909202
"""HSJ @ FJqZyN7BjN"" collected 50 from pot",2026-08-01T01:48:19.092Z,178554889909201
"Uncalled bet of 50 returned to ""HSJ @ FJqZyN7BjN""",2026-08-01T01:48:19.092Z,178554889909200
